2 0.23017690439582 
3 0.19444232169877554 
4 0.21453075947899994 
5 0.20816232139693616 
6 0.2128138137146305 
7 0.21122526166913336 
8 0.2127328251462728 
9 0.21223979226116277 
10 0.21284218208557137 
11 0.2126831697864878 
12 0.21295259325597504 
13 0.2129147179692564 
14 0.21304590799013157 
15 0.213050966526946 
16 0.21312510255255554 
17 0.21313990386068568 
18 0.21319329542123527 
19 0.21320514253881823 
20 0.21325233023040618 
21 0.2132596699502258 
22 0.2133036140223333 
23 0.2133109254214138 
24 0.21334878189532144 
25 0.21336297603885182 
26 0.21339020074038462 
27 0.21341774986444 
28 0.21343112307175002 
29 0.21347575216473916 
30 0.2134756612370909 
31 0.21353678789366665 
32 0.21352869731740004 
33 0.21360059133431578 
34 0.21359568292283335 
35 0.21366771423682354 
36 0.2136827941924375 
37 0.21374069354233335 
38 0.21379691586042857 
39 0.21382566483676926 
40 0.21394594616741666 
41 0.2139356606677273 
42 0.21414029087199998 
43 0.2140979891176667 
44 0.21439549494387503 
45 0.2143735289902857 
46 0.21473817894916666 
47 0.21492612838720002 
48 0.2152212534215 
49 0.21636958058166667 
50 0.2159609236685 
51 0.224382576959 
