1	0.63699547
2	0.76620845
3	0.9547022
4	1.0562828
5	1.1007688
6	1.1025299
7	1.1118187
8	1.1378697
9	1.1670186
10	1.1823055
11	1.1850227
12	1.1880232
13	1.1994619
14	1.214879
15	1.2252025
16	1.2280681
17	1.2293871
18	1.2351709
19	1.2446486
20	1.2523193
21	1.2551561
22	1.2558356
23	1.2588379
24	1.2649543
25	1.2708582
26	1.2735972
27	1.2740791
28	1.2755646
29	1.2795278
30	1.2841027
31	1.286694
32	1.2871796
33	1.2878203
34	1.2903184
35	1.2938267
36	1.2962225
37	1.2967969
38	1.2969901
39	1.2984703
40	1.301097
41	1.3032533
42	1.3039381
43	1.3039311
44	1.3047106
45	1.3066041
46	1.3084849
47	1.3092637
48	1.3092098
49	1.3095251
50	1.3108148
51	1.3123953
52	1.3132308
53	1.3132193
54	1.313251
55	1.3140565
56	1.3153267
57	1.3161716
58	1.3162463
59	1.3161312
60	1.3165644
61	1.3175298
62	1.3183354
63	1.318507
64	1.3183454
65	1.3185101
66	1.3191911
67	1.3199136
68	1.3201689
69	1.3200286
70	1.3200182
71	1.3204482
72	1.3210529
73	1.3213631
74	1.321284
75	1.3211799
76	1.321403
77	1.3218676
78	1.3221957
79	1.3221929
80	1.322061
81	1.3221282
82	1.3224442
83	1.3227509
84	1.322819
85	1.3227082
86	1.3226735
87	1.3228461
88	1.3230953
89	1.3232131
90	1.3231539
91	1.3230697
92	1.3231171
93	1.3232799
94	1.3234151
95	1.3234189
96	1.3233319
97	1.3232829
98	1.3233405
99	1.3234547
100	1.3235148
101	1.3234615
102	1.3233524
103	1.3232985
104	1.323352
105	1.3234454
106	1.3234487
107	1.3233189
108	1.3231599
109	1.3231166
110	1.3232065
111	1.3232726
112	1.3231607
113	1.3229155
114	1.3227467
115	1.3227867
116	1.3229042
117	1.3228422
118	1.3225397
119	1.3222272
120	1.3221647
121	1.3223028
122	1.322312
123	1.3219883
124	1.3215268
125	1.3213077
126	1.3214176
127	1.321503
128	1.3211975
129	1.3205956
130	1.3201688
131	1.320184
132	1.3203302
133	1.3200798
134	1.3193598
135	1.318681
136	1.3185202
137	1.3186872
138	1.3185204
139	1.3177173
140	1.3167532
141	1.3163227
142	1.3164422
143	1.3163721
144	1.3155297
145	1.3142601
146	1.313456
147	1.3134277
148	1.3134433
149	1.3126105
150	1.3110301
151	1.3097404
152	1.309427
153	1.3094844
154	1.308708
155	1.3068271
156	1.3049324
157	1.3041532
158	1.3041625
159	1.3034799
160	1.3013233
161	1.2986945
162	1.2972131
163	1.2970208
164	1.296448
165	1.2940519
166	1.2905408
167	1.2880397
168	1.2873983
169	1.2869133
170	1.2843214
171	1.2797432
172	1.2757755
173	1.2742871
174	1.2738044
175	1.2710644
176	1.2651566
177	1.2590344
178	1.2560268
179	1.2553445
180	1.2525057
181	1.2448309
182	1.2353461
183	1.2295548
184	1.2282307
185	1.2253621
186	1.2150341
187	1.1996091
188	1.1881607
189	1.1851524
190	1.1824303
191	1.1671384
192	1.1379802
193	1.1119163
194	1.1026159
195	1.1008475
196	1.0563558
197	0.9547608
198	0.76624144
199	0.63700254

