0.0 1.7437671664487933
0.05 2.096141562723185
0.1 2.041301448009402
0.15 2.0460353631008714
0.2 1.922461614652107
0.25 1.9041145959321566
0.3 2.0060611841868496
0.35 1.7958613977549618
0.4 1.7662573145769775
0.45 1.7413944317746082
0.5 1.7341360446565468
0.55 1.7398768737189159
0.6 1.6543652917997764
0.65 1.507078297510363
0.7 1.527791156559234
0.75 1.5359547885892175
0.8 1.5377804177676395
0.85 1.5981540203109654
0.9 1.694425976756668
0.95 1.1811673873665895
1.0 1.1814339936233138
1.05 1.1505050764666431
1.1 1.1510143623536244
1.15 1.1515066390141047
1.2 1.15197204425867
1.25 1.28617556246431
1.3 1.1418125429992123
1.35 1.14187036268954
1.4 1.1443252434723064
1.45 1.1169290609285034
1.5 1.1170202161401213
1.55 1.117120417887997
1.6 1.1172272633273799
1.65 1.0935851928339024
1.7 1.0932104125665392
1.75 1.0933244857248323
1.8 1.0934395907756485
1.85 1.2454923130563398
1.9 1.0720994270046584
1.95 1.072213835937454
2.0 1.0723239145513852
2.05 1.1572076186416278
2.1 1.0522424389276406
2.15 1.0523902374461627
2.2 1.052528667900277
2.25 1.034221609476518
2.3 1.0326256961218865
2.35 1.032800469822266
2.4 1.044611326721369
2.45 1.013611231127812
2.5 1.0137872869399662
2.55 1.0139518458396202
2.6 0.9962169945719881
2.65 0.9960969385661106
2.7 0.9962336744011164
2.75 0.9818738554868253
2.8 0.9791279319240022
2.85 0.9792268046435284
2.9 0.96470290155794
2.95 0.9618893699339914
