1	0.84549351
2	0.74913846
3	0.84118021
4	0.84263705
5	0.87174401
6	0.90359319
7	0.93015922
8	0.97727697
9	1.0101845
10	1.0636643
11	1.1003239
12	1.152446
13	1.1875326
14	1.2320743
15	1.2607027
16	1.2937309
17	1.3129168
18	1.3331676
19	1.3423366
20	1.3510467
21	1.3518386
22	1.3521157
23	1.347693
24	1.3436001
25	1.3377053
26	1.333272
27	1.3292783
28	1.3276485
29	1.327821
30	1.3307032
31	1.335815
32	1.3433234
33	1.3526739
34	1.3635552
35	1.3753413
36	1.3874937
37	1.3994074
38	1.4105375
39	1.4204193
40	1.4286685
41	1.4350533
42	1.4394434
43	1.4418763
44	1.4424882
45	1.4415549
46	1.4394177
47	1.4365004
48	1.4332414
49	1.4300923
50	1.4274629
51	1.425713
52	1.4251152
53	1.4258503
54	1.4279899
55	1.431501
56	1.4362479
57	1.4420077
58	1.4484867
59	1.4553445
60	1.4622178
61	1.4687484
62	1.4746067
63	1.4795151
64	1.4832661
65	1.4857354
66	1.4868883
67	1.4867809
68	1.4855535
69	1.4834191
70	1.480648
71	1.4775467
72	1.4744358
73	1.4716272
74	1.4694021
75	1.4679926
76	1.4675648
77	1.4682093
78	1.4699349
79	1.4726704
80	1.4762698
81	1.4805238
82	1.4851753
83	1.4899392
84	1.4945214
85	1.4986409
86	1.5020492
87	1.5045479
88	1.5060033
89	1.5063542
90	1.5056158
91	1.5038782
92	1.5013
93	1.4980966
94	1.4945243
95	1.4908624
96	1.4873923
97	1.484378
98	1.4820472
99	1.480575
100	1.4800717
101	1.4805749
102	1.4820471
103	1.4843777
104	1.487392
105	1.4908619
106	1.4945238
107	1.498096
108	1.5012997
109	1.5038784
110	1.5056163
111	1.5063547
112	1.5060037
113	1.5045482
114	1.5020494
115	1.4986413
116	1.4945222
117	1.4899405
118	1.4851771
119	1.480526
120	1.4762725
121	1.4726738
122	1.4699387
123	1.4682137
124	1.46757
125	1.4679984
126	1.4694084
127	1.4716339
128	1.4744427
129	1.4775538
130	1.4806552
131	1.4834264
132	1.4855608
133	1.486788
134	1.486895
135	1.4857415
136	1.4832718
137	1.4795207
138	1.4746125
139	1.4687545
140	1.4622239
141	1.4553503
142	1.4484925
143	1.4420137
144	1.4362543
145	1.431508
146	1.4279975
147	1.4258585
148	1.4251239
149	1.4257222
150	1.4274725
151	1.4301021
152	1.4332511
153	1.4365097
154	1.4394267
155	1.4415634
156	1.4424965
157	1.4418844
158	1.439451
159	1.4350607
160	1.4286756
161	1.420426
162	1.4105438
163	1.3994134
164	1.3874997
165	1.3753474
166	1.3635613
167	1.3526802
168	1.3433299
169	1.3358217
170	1.3307097
171	1.3278272
172	1.3276541
173	1.3292833
174	1.3332765
175	1.3377093
176	1.3436038
177	1.3476964
178	1.3521188
179	1.3518415
180	1.3510495
181	1.3423393
182	1.3331701
183	1.3129193
184	1.2937334
185	1.2607053
186	1.2320768
187	1.1875353
188	1.1524486
189	1.1003264
190	1.0636666
191	1.0101865
192	0.97727864
193	0.93016034
194	0.90359439
195	0.87174371
196	0.84263725
197	0.84118014
198	0.74913842
199	0.84549338

